Fecha,Tipo de Indicador,Indicador,Entidad,Valor
2022-03-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Bank of China,-3.572861719438102
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,B. BBVA Perú,33.66
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,BANCOM,30.0
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,B. De Crédito del Perú,36.47
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,B. Pichincha,22.87
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,B. Interamericano de Finanzas,29.95
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,Scotiabank Perú,24.13
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,Citibank,75.31
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,Interbank,48.79
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,Mibanco,28.83
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,B. GNB,50.55
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,B. Falabella Perú,25.97
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,B. Santander Perú,80.33
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,B. Ripley,43.76
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,Alfin Banco,38.6
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,B. ICBC,77.22
2022-03-31,LIQUIDEZ,Ratio de Liquidez MN,Bank of China,287.53
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,B. BBVA Perú,48.57
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,BANCOM,98.05
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,B. De Crédito del Perú,44.33
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,B. Pichincha,54.7
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,B. Interamericano de Finanzas,48.46
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,Scotiabank Perú,37.51
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,Citibank,91.94
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,Interbank,46.52
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,Mibanco,85.73
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,B. GNB,87.48
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,B. Falabella Perú,131.85
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,B. Santander Perú,37.7
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,B. Ripley,542.96
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,Alfin Banco,86.69
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,B. ICBC,90.74
2022-03-31,LIQUIDEZ,Ratio de Liquidez ME,Bank of China,103.15
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. BBVA Perú,0.24
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,BANCOM,1.79
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. De Crédito del Perú,0.25
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. Pichincha,1.41
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. Interamericano de Finanzas,0.24
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Scotiabank Perú,0.13
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Citibank,0.17
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Interbank,0.57
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Mibanco,32.97
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. GNB,0.48
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. Falabella Perú,0.0
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. Santander Perú,2.68
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. Ripley,0.0
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Alfin Banco,228.33
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. ICBC,3.37
2022-03-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Bank of China,4.38
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. BBVA Perú,1.02
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,BANCOM,7.96
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. De Crédito del Perú,0.98
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. Pichincha,2.97
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. Interamericano de Finanzas,2.07
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Scotiabank Perú,0.91
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Citibank,0.84
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Interbank,1.84
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Mibanco,65.53
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. GNB,11.84
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. Falabella Perú,0.0
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. Santander Perú,0.93
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. Ripley,0.0
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Alfin Banco,111.6
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. ICBC,3.68
2022-03-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Bank of China,1.95
2023-03-31,SOLVENCIA,Ratio de Capital Global,B. BBVA Perú,16.3
2023-03-31,SOLVENCIA,Ratio de Capital Global,BANCOM,12.33
2023-03-31,SOLVENCIA,Ratio de Capital Global,B. De Crédito del Perú,17.54
2023-03-31,SOLVENCIA,Ratio de Capital Global,B. Pichincha,11.38
2023-03-31,SOLVENCIA,Ratio de Capital Global,B. Interamericano de Finanzas,14.32
2023-03-31,SOLVENCIA,Ratio de Capital Global,Scotiabank Perú,14.88
2023-03-31,SOLVENCIA,Ratio de Capital Global,Citibank,22.13
2023-03-31,SOLVENCIA,Ratio de Capital Global,Interbank,15.97
2023-03-31,SOLVENCIA,Ratio de Capital Global,Mibanco,18.93
2023-03-31,SOLVENCIA,Ratio de Capital Global,B. GNB,16.82
2023-03-31,SOLVENCIA,Ratio de Capital Global,B. Falabella Perú,18.57
2023-03-31,SOLVENCIA,Ratio de Capital Global,B. Santander Perú,16.72
2023-03-31,SOLVENCIA,Ratio de Capital Global,B. Ripley,16.43
2023-03-31,SOLVENCIA,Ratio de Capital Global,Alfin Banco,10.62
2023-03-31,SOLVENCIA,Ratio de Capital Global,B. ICBC,30.85
2023-03-31,SOLVENCIA,Ratio de Capital Global,Bank of China,57.99
2023-03-31,SOLVENCIA,Ratio de Capital Global,B. BCI Perú,58.83
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. BBVA Perú,8.86
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,BANCOM,4.82
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. De Crédito del Perú,7.92
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. Pichincha,9.5
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. Interamericano de Finanzas,13.34
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Scotiabank Perú,6.54
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Citibank,10.4
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Interbank,8.45
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Mibanco,6.52
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. GNB,5.86
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. Falabella Perú,3.97
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. Santander Perú,8.08
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. Ripley,3.62
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Alfin Banco,1.18
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. ICBC,5.42
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Bank of China,1.45
2023-03-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. BCI Perú,1.06
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. BBVA Perú,4.38
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,BANCOM,4.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. De Crédito del Perú,3.99
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. Pichincha,5.86
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. Interamericano de Finanzas,3.57
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,Scotiabank Perú,4.08
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,Citibank,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,Interbank,3.05
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,Mibanco,5.03
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. GNB,4.04
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. Falabella Perú,4.97
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. Santander Perú,1.5
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. Ripley,3.12
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,Alfin Banco,2.58
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. ICBC,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,Bank of China,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. BCI Perú,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. BBVA Perú,3.866081050554822
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,BANCOM,3.7133079225427785
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. De Crédito del Perú,3.0130719914162505
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Pichincha,4.967148222199124
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Interamericano de Finanzas,3.2519035697016
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Scotiabank Perú,3.5264371175902283
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Citibank,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Interbank,2.5833458216599676
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Mibanco,4.842917649519708
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. GNB,3.8168717557012517
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Falabella Perú,4.452841129259358
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Santander Perú,1.4985067249860726
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Ripley,2.705295835142053
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Alfin Banco,2.474252093129093
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. ICBC,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Bank of China,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. BCI Perú,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. BBVA Perú,2.16
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,BANCOM,2.28
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. De Crédito del Perú,1.67
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Pichincha,2.39
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Interamericano de Finanzas,1.4
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Scotiabank Perú,2.81
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Citibank,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Interbank,0.74
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Mibanco,0.76
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. GNB,2.65
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Falabella Perú,1.3
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Santander Perú,0.32
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Ripley,2.18
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Alfin Banco,5.09
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. ICBC,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Bank of China,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. BCI Perú,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. BBVA Perú,4.45
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,BANCOM,3.29
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. De Crédito del Perú,4.63
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. Pichincha,5.88
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. Interamericano de Finanzas,3.31
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Scotiabank Perú,3.42
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Citibank,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Interbank,3.43
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Mibanco,4.99
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. GNB,3.83
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. Falabella Perú,4.97
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. Santander Perú,1.13
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. Ripley,3.12
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Alfin Banco,2.58
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. ICBC,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Bank of China,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. BCI Perú,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. BBVA Perú,4.19
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,BANCOM,12.75
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. De Crédito del Perú,2.63
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Pichincha,5.79
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Interamericano de Finanzas,4.03
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Scotiabank Perú,5.93
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Citibank,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Interbank,1.92
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Mibanco,26.17
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. GNB,4.77
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Falabella Perú,49.88
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Santander Perú,1.71
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Ripley,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Alfin Banco,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. ICBC,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Bank of China,0.0
2023-03-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. BCI Perú,0.0
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. BBVA Perú,145.41
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,BANCOM,161.05
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. De Crédito del Perú,143.16
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Pichincha,124.91
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Interamericano de Finanzas,173.62
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Scotiabank Perú,151.64
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Citibank,0.0
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Interbank,163.4
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Mibanco,153.22
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. GNB,178.51
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Falabella Perú,178.21
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Santander Perú,174.9
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Ripley,224.93
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Alfin Banco,287.61
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. ICBC,0.0
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Bank of China,0.0
2023-03-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. BCI Perú,0.0
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. BBVA Perú,2.4485932231296808
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,BANCOM,3.906712156560918
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. De Crédito del Perú,2.9290259634101554
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Pichincha,3.268530807000447
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Interamericano de Finanzas,1.7151334145129795
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Scotiabank Perú,2.1316718959530685
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Citibank,2.5526783307368035
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Interbank,2.6574145150109625
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Mibanco,7.239625606614718
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. GNB,1.9440959406006442
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Falabella Perú,12.380428143660579
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Santander Perú,1.8140527176581873
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Ripley,12.642197125926169
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Alfin Banco,19.74407426410166
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. ICBC,0.8836341069833994
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Bank of China,3.5170640929417565
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. BCI Perú,11.625144787913841
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. BBVA Perú,38.722925033328785
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,BANCOM,55.40592574667292
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. De Crédito del Perú,36.897142111089785
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Pichincha,40.856978625396636
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Interamericano de Finanzas,52.00248829882778
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Scotiabank Perú,40.52129515625447
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Citibank,26.845382589751438
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Interbank,40.05441863843938
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Mibanco,55.30998253957469
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. GNB,62.638241121986816
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Falabella Perú,53.80820893610706
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Santander Perú,31.61213194576443
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Ripley,62.160208833962535
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Alfin Banco,58.952612271595584
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. ICBC,29.847954546869047
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Bank of China,70.09684736463315
2023-03-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. BCI Perú,194.69575685113315
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. BBVA Perú,82.08050582399554
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,BANCOM,94.3426882984001
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. De Crédito del Perú,81.43164222505958
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Pichincha,84.95882507851901
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Interamericano de Finanzas,87.4959976357214
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Scotiabank Perú,86.81010554523432
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Citibank,77.3834742942829
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Interbank,82.17156839178705
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Mibanco,95.47228465883018
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. GNB,94.57790993515349
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Falabella Perú,76.2530244323533
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Santander Perú,88.82518847828848
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Ripley,78.19989464532084
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Alfin Banco,83.21633852995244
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. ICBC,86.71789634078824
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Bank of China,77.58821592996351
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. BCI Perú,95.27708206569123
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. BBVA Perú,7.7844094094952
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,BANCOM,11.546070803548423
2023-03-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. De Crédito del Perú,7.62646341877262
